Carthus Curved Greatsword,0
Carthus Curved Sword,0
Carthus Shield,0
Carthus Shotel,0
Cathedral Knight Greatshield,0
Cathedral Knight Greatsword,0
Channeler’s Trident,0
Chaos Ancient Dragon Great Shield,0
Chaos Astora Greatsword,0
Chaos Astora Sword,0
Chaos Avelyn,0
Chaos Bandit’s Knife,0
Chaos Barbed Sword,0
Chaos Bastard Sword,0
Chaos Battle Axe,0
Chaos Black Blade,0
Chaos Black Iron Greatshield,0
Chaos Black Knight Glaive,0
Chaos Black Knight Greataxe,0
Chaos Black Knight Greatsword,0
Chaos Black Knight Shield,0
Chaos Black Knight Sword,0
Chaos Blacksmith Hammer,0
Chaos Blade,0
Chaos Blood-stained Short Sword,0
Chaos Blue Shield,0
Chaos Bonewheel Shield,0
Chaos Bow of Pharis,0
Chaos Brigand Axe,0
Chaos Brigand Twindaggers,0
Chaos Broadsword,0
Chaos Buckler,0
Chaos Butcher Knife,0
Chaos Caduceus Shield,0
Chaos Caestus,0
Chaos Carthus Greatsword,0
Chaos Carthus Shield,0
Chaos Carthus Shotel,0
Chaos Carthus Sword,0
Chaos Cathedral Greatshield,0
Chaos Cathedral Greatsword,0
Chaos Claw,0
Chaos Claymore,0
Chaos Cleric’s Parma,0
Chaos Club,0
Chaos Composite Bow,0
Chaos Corvian Greatknife,0
Chaos Corvian Scythe,0
Chaos Crescent Axe,0
Chaos Crest Shield,0
Chaos Crimson Parma,0
Chaos Crystal Rapier,0
Chaos Curse Ward Greatshield,0
Chaos Dagger,0
Chaos Dark Sword,0
Chaos Dragon Crest Shield,0
Chaos Dragonrider Bow,0
Chaos Dragonslayer’s Axe,0
Chaos Drakeblood Greatsword,0
Chaos Drang Hammers,0
Chaos Drang Twinspears,0
Chaos Dripping Candle Stick,0
Chaos Eagle Kite Shield,0
Chaos Eastern Shield,0
Chaos East-West Shield,0
Chaos Elkhorn Shield,0
Chaos Estoc,0
Chaos Executioner’s Straight Sword,0
Chaos Exile Greatsword,0
Chaos Falchion,0
Chaos Falcon Shield,0
Chaos Flamberge,0
Chaos Four-Pronged Plow,0
Chaos Four-pronged Plow,0
Chaos Ghru Rotshield,0
Chaos Glaive,0
Chaos Golden Wing Crest Shield,0
Chaos Gotthard Twinswords,0
Chaos Grass Crest Shield,0
Chaos Great Club,0
Chaos Great Mace,0
Chaos Great Machete,0
Chaos Great Scythe,0
Chaos Greataxe,0
Chaos Greatlance,0
Chaos Greatshield of Glory,0
Chaos Greatsword,0
Chaos Halberd,0
Chaos Hand Axe,0
Chaos Harpe,0
Chaos Heavy Crossbow,0
Chaos Hollowslayer Greatsword,0
Chaos Iron Shield,0
Chaos Kite Shield,0
Chaos Knight Shield,0
Chaos Knight’s Crossbow,0
Chaos Large Club,0
Chaos Large Leather Shield,0
Chaos Leather Shield,0
Chaos Llewellyn Shield,0
Chaos Longbow,0
Chaos Longsword,0
Chaos Lothric Greatshield,0
Chaos Lothric Greatsword,0
Chaos Lothric Long Spear,0
Chaos Lothric Shield,0
Chaos Lothric Sword,0
Chaos Lucerne,0
Chaos Mace,0
Chaos Mail Breaker,0
Chaos Manikin Claws,0
Chaos Missionary’s Axe,0
Chaos Morning Star,0
Chaos Murakumo,0
Chaos Notched Whip,0
Chaos Onikiri and Ubadachi,0
Chaos Parrying Dagger,0
Chaos Partizan,0
Chaos Pickaxe,0
Chaos Pierce Shield,0
Chaos Pike,0
Chaos Plank Shield,0
Chaos Pontiff Knight Shield,0
Chaos Porcine Shield,0
Chaos Rapier,0
Chaos Red and White Shield,0
Chaos Red Halberd,0
Chaos Reinforced Club,0
Chaos Rotten Ghru Dagger,0
Chaos Rotten Ghru Spear,0
Chaos Rotten Ghru Sword,0
Chaos Round Shield,0
Chaos Sacred Wood Crest Shield,0
Chaos Saint Bident,0
Chaos Scimitar,0
Chaos Sellsword Twinblades,0
Chaos Serpent Hatchet,0
Chaos Short Bow,0
Chaos Shortsword,0
Chaos Shotel,0
Chaos Silver Knight Shield,0
Chaos Small Leather Shield,0
Chaos Sniper Crossbow,0
Chaos Soldering Iron,0
Chaos Soldier’s Crossbow,0
Chaos Spear,0
Chaos Spider Shield,0
Chaos Spiked Mace,0
Chaos Spiked Shield,0
Chaos Stone Greatshield,0
Chaos Stone Parma,0
Chaos Sunlight Shield,0
Chaos Sunlight Straight Sword,0
Chaos Sunset Shield,0
Chaos Tailbone Short Sword,0
Chaos Target Shield,0
Chaos Temple Knight’s Crossbow,0
Chaos Thrall Axe,0
Chaos Twin Dragon Greatshield,0
Chaos Uchigatana,0
Chaos Warden Twinblades,0
Chaos Wargod Shield,0
Chaos Warpick,0
Chaos Warrior’s Shield,0
Chaos Washing Pole,0
Chaos Whip,0
Chaos Winged Knight Halberd,0
Chaos Winged Knight Twinaxes,0
Chaos Winged Spear,0
Chaos Wooden Hammer,0
Chaos Wooden Shield,0
Chaos Zweihander,0
Claw,0
Claymore,0
Cleric’s Candlestick,0
Cleric’s Parma,0
Cleric’s Sacred Chime,0
Club,0
Composite Bow,0
Corvian Greatknife,0
Court Sorcerer’s Staff,0
Crescent Axe,0
Crescent Moon Sword,0
Crest Shield,0
Crimson Parma,0
Crow Quills,0
Crow Talons,0
Crucifix of the Mad King (Halberd),0
Crystal Ancient Dragon Great Shield,0
Crystal Astora Greatsword,0
Crystal Astora Sword,0
Crystal Avelyn,0
Crystal Bandit’s Knife,0
Crystal Barbed Sword,0
Crystal Bastard Sword,0
Crystal Battle Axe,0
Crystal Black Blade,0
Crystal Black Iron Greatshield,0
Crystal Black Knight Glaive,0
Crystal Black Knight Greataxe,0
Crystal Black Knight Greatsword,0
Crystal Black Knight Shield,0
Crystal Black Knight Sword,0
Crystal Blacksmith Hammer,0
Crystal Blood-stained Short Sword,0
Crystal Blue Shield,0
Crystal Bonewheel Shield,0
Crystal Bow of Pharis,0
Crystal Brigand Axe,0
Crystal Brigand Twindaggers,0
Crystal Broadsword,0
Crystal Buckler,0
Crystal Butcher Knife,0
Crystal Caduceus Shield,0
Crystal Caestus,0
Crystal Carthus Greatsword,0
Crystal Carthus Shield,0
Crystal Carthus Shotel,0
Crystal Carthus Sword,0
Crystal Cathedral Greatshield,0
Crystal Cathedral Greatsword,0
Crystal Chime,0
Crystal Claw,0
Crystal Claymore,0
Crystal Cleric’s Parma,0
Crystal Club,0
Crystal Composite Bow,0
Crystal Corvian Greatknife,0
Crystal Corvian Scythe,0
Crystal Crescent Axe,0
Crystal Crest Shield,0
Crystal Crimson Parma,0
Crystal Curse Ward Greatshield,0
Crystal Dagger,0
Crystal Dark Sword,0
Crystal Dragon Crest Shield,0
Crystal Dragonrider Bow,0
Crystal Dragonslayer’s Axe,0
Crystal Drakeblood Greatsword,0
Crystal Drang Hammers,0
Crystal Drang Twinspears,0
Crystal Dripping Candle Stick,0
Crystal Eagle Kite Shield,0
Crystal Eastern Shield,0
Crystal East-West Shield,0
Crystal Elkhorn Shield,0
Crystal Estoc,0
Crystal Executioner’s Straight Sword,0
Crystal Exile Greatsword,0
Crystal Falchion,0
Crystal Falcon Shield,0
Crystal Flamberge,0
Crystal Four-Pronged Plow,0
Crystal Four-pronged Plow,0
Crystal Ghru Rotshield,0
Crystal Glaive,0
Crystal Golden Wing Crest Shield,0
Crystal Gotthard Twinswords,0
Crystal Grass Crest Shield,0
Crystal Great Club,0
Crystal Great Mace,0
Crystal Great Machete,0
Crystal Great Scythe,0
Crystal Greataxe,0
Crystal Greatlance,0
Crystal Greatshield of Glory,0
Crystal Greatsword,0
Crystal Halberd,0
Crystal Hand Axe,0
Crystal Harpe,0
Crystal Heavy Crossbow,0
Crystal Hollowslayer Greatsword,0
Crystal Iron Shield,0
Crystal Kite Shield,0
Crystal Knight Shield,0
Crystal Knight’s Crossbow,0
Crystal Large Club,0
Crystal Large Leather Shield,0
Crystal Leather Shield,0
Crystal Llewellyn Shield,0
Crystal Longbow,0
Crystal Longsword,0
Crystal Lothric Greatshield,0
Crystal Lothric Greatsword,0
Crystal Lothric Long Spear,0
Crystal Lothric Shield,0
Crystal Lothric Sword,0
Crystal Lucerne,0
Crystal Mace,0
Crystal Mail Breaker,0
Crystal Manikin Claws,0
Crystal Missionary’s Axe,0
Crystal Morning Star,0
Crystal Murakumo,0
Crystal Notched Whip,0
Crystal Onikiri and Ubadachi,0
Crystal Parrying Dagger,0
Crystal Partizan,0
Crystal Pickaxe,0
Crystal Pierce Shield,0
Crystal Pike,0
Crystal Plank Shield,0
Crystal Pontiff Knight Shield,0
Crystal Porcine Shield,0
Crystal Rapier,0
Crystal Red and White Shield,0
Crystal Red Halberd,0
Crystal Reinforced Club,0
Crystal Rotten Ghru Dagger,0
Crystal Rotten Ghru Spear,0
Crystal Rotten Ghru Sword,0
Crystal Round Shield,0
Crystal Sacred Wood Crest Shield,0
Crystal Sage’s Rapier,0
Crystal Saint Bident,0
Crystal Scimitar,0
Crystal Sellsword Twinblades,0
Crystal Serpent Hatchet,0
Crystal Short Bow,0
Crystal Shortsword,0
Crystal Shotel,0
Crystal Silver Knight Shield,0
Crystal Small Leather Shield,0
Crystal Sniper Crossbow,0
Crystal Soldering Iron,0
Crystal Soldier’s Crossbow,0
Crystal Spear,0
Crystal Spider Shield,0
Crystal Spiked Mace,0
Crystal Spiked Shield,0
Crystal Stone Greatshield,0
Crystal Stone Parma,0
Crystal Sunlight Shield,0
Crystal Sunlight Straight Sword,0
Crystal Sunset Shield,0
Crystal Tailbone Short Sword,0
Crystal Target Shield,0
Crystal Temple Knight’s Crossbow,0
Crystal Thrall Axe,0
Crystal Twin Dragon Greatshield,0
Crystal Uchigatana,0
Crystal Warden Twinblades,0
Crystal Wargod Shield,0
Crystal Warpick,0
Crystal Warrior’s Shield,0
Crystal Washing Pole,0
Crystal Whip,0
Crystal Winged Knight Halberd,0
Crystal Winged Knight Twinaxes,0
Crystal Winged Spear,0
Crystal Wooden Hammer,0
Crystal Wooden Shield,0
Crystal Zweihander,0
Curse Ward Greatshield,0
Dagger,0
Dancer’s Enchanted Swords,0
Dancer’s Short Bow,0
Dark Ancient Dragon Great Shield,0
Dark Arrow,0
Dark Astora Greatsword,0
Dark Astora Sword,0
Dark Avelyn,0
Dark Bandit’s Knife,0
Dark Barbed Sword,0
Dark Bastard Sword,0
Dark Battle Axe,0
Dark Black Blade,0
Dark Black Iron Greatshield,0
Dark Black Knight Glaive,0
Dark Black Knight Greataxe,0
Dark Black Knight Greatsword,0
Dark Black Knight Shield,0
Dark Black Knight Sword,0
Dark Blacksmith Hammer,0
Dark Blood-stained Short Sword,0
Dark Blue Shield,0
Dark Bonewheel Shield,0
Dark Bow of Pharis,0
Dark Brigand Axe,0
Dark Brigand Twindaggers,0
Dark Broadsword,0
Dark Buckler,0
Dark Butcher Knife,0
Dark Caduceus Shield,0
Dark Caestus,0
Dark Carthus Greatsword,0
Dark Carthus Shield,0
Dark Carthus Shotel,0
Dark Carthus Sword,0
Dark Cathedral Greatshield,0
Dark Cathedral Greatsword,0
Dark Claw,0
Dark Claymore,0
Dark Cleric’s Parma,0
Dark Club,0
Dark Composite Bow,0
Dark Corvian Greatknife,0
Dark Corvian Scythe,0
Dark Crescent Axe,0
Dark Crest Shield,0
Dark Crimson Parma,0
Dark Crystal Rapier,0
Dark Curse Ward Greatshield,0
Dark Dagger,0
Dark Dragon Crest Shield,0
Dark Dragonrider Bow,0
Dark Dragonslayer’s Axe,0
Dark Drakeblood Greatsword,0
Dark Drang Hammers,0
Dark Drang Twinspears,0
Dark Dripping Candle Stick,0
Dark Eagle Kite Shield,0
Dark Eastern Shield,0
Dark East-West Shield,0
Dark Elkhorn Shield,0
Dark Estoc,0
Dark Executioner’s Straight Sword,0
Dark Exile Greatsword,0
Dark Falchion,0
Dark Falcon Shield,0
Dark Flamberge,0
Dark Four-Pronged Plow,0
Dark Four-pronged Plow,0
Dark Ghru Rotshield,0
Dark Glaive,0
Dark Golden Wing Crest Shield,0
Dark Gotthard Twinswords,0
Dark Grass Crest Shield,0
Dark Great Club,0
Dark Great Mace,0
Dark Great Machete,0
Dark Great Scythe,0
Dark Greataxe,0
Dark Greatlance,0
Dark Greatshield of Glory,0
Dark Greatsword,0
Dark Halberd,0
Dark Hand,0
Dark Hand Axe,0
Dark Harpe,0
Dark Heavy Crossbow,0
Dark Hollowslayer Greatsword,0
Dark Iron Shield,0
Dark Kite Shield,0
Dark Knight Shield,0
Dark Knight’s Crossbow,0
Dark Large Club,0
Dark Large Leather Shield,0
Dark Leather Shield,0
Dark Llewellyn Shield,0
Dark Longbow,0
Dark Longsword,0
Dark Lothric Greatshield,0
Dark Lothric Greatsword,0
Dark Lothric Long Spear,0
Dark Lothric Shield,0
Dark Lothric Sword,0
Dark Lucerne,0
Dark Mace,0
Dark Mail Breaker,0
Dark Manikin Claws,0
Dark Missionary’s Axe,0
Dark Morning Star,0
Dark Murakumo,0
Dark Notched Whip,0
Dark Onikiri and Ubadachi,0
Dark Parrying Dagger,0
Dark Partizan,0
Dark Pickaxe,0
Dark Pierce Shield,0
Dark Pike,0
Dark Plank Shield,0
Dark Pontiff Knight Shield,0
Dark Porcine Shield,0
Dark Rapier,0
Dark Red and White Shield,0
Dark Red Halberd,0
Dark Reinforced Club,0
Dark Rotten Ghru Dagger,0
Dark Rotten Ghru Spear,0
Dark Rotten Ghru Sword,0
Dark Round Shield,0
Dark Sacred Wood Crest Shield,0
Dark Saint Bident,0
Dark Scimitar,0
Dark Sellsword Twinblades,0
Dark Serpent Hatchet,0
Dark Short Bow,0
Dark Shortsword,0
Dark Shotel,0
Dark Silver Knight Shield,0
Dark Small Leather Shield,0
Dark Sniper Crossbow,0
Dark Soldering Iron,0
Dark Soldier’s Crossbow,0
Dark Spear,0
Dark Spider Shield,0
Dark Spiked Mace,0
Dark Spiked Shield,0
Dark Stone Greatshield,0
Dark Stone Parma,0
Dark Sunlight Shield,0
Dark Sunlight Straight Sword,0
Dark Sunset Shield,0
Dark Sword,0
Dark Tailbone Short Sword,0
Dark Target Shield,0
Dark Temple Knight’s Crossbow,0
Dark Thrall Axe,0
Dark Twin Dragon Greatshield,0
Dark Uchigatana,0
Dark Warden Twinblades,0
Dark Wargod Shield,0
Dark Warpick,0
Dark Warrior’s Shield,0
Dark Washing Pole,0
Dark Whip,0
Dark Winged Knight Halberd,0
Dark Winged Knight Twinaxes,0
Dark Winged Spear,0
Dark Wooden Hammer,0
Dark Wooden Shield,0
Dark Zweihander,0
Darkdrift,0
Darkmoon Longbow,0
Deep Ancient Dragon Great Shield,0
Deep Astora Greatsword,0
Deep Astora Sword,0
Deep Avelyn,0
Deep Bandit’s Knife,0
Deep Barbed Sword,0
Deep Bastard Sword,0
Deep Battle Axe,0
Deep Black Blade,0
Deep Black Iron Greatshield,0
Deep Black Knight Glaive,0
Deep Black Knight Greataxe,0
Deep Black Knight Greatsword,0
Deep Black Knight Shield,0
Deep Black Knight Sword,0
Deep Blacksmith Hammer,0
Deep Blood-stained Short Sword,0
Deep Blue Shield,0
Deep Bonewheel Shield,0
Deep Bow of Pharis,0
Deep Brigand Axe,0
Deep Brigand Twindaggers,0
Deep Broadsword,0
Deep Buckler,0
Deep Butcher Knife,0
Deep Caduceus Shield,0
Deep Caestus,0
Deep Carthus Greatsword,0
Deep Carthus Shield,0
Deep Carthus Shotel,0
Deep Carthus Sword,0
Deep Cathedral Greatshield,0
Deep Cathedral Greatsword,0
Deep Claw,0
Deep Claymore,0
Deep Cleric’s Parma,0
Deep Club,0
Deep Composite Bow,0
Deep Corvian Greatknife,0
Deep Corvian Scythe,0
Deep Crescent Axe,0
Deep Crest Shield,0
Deep Crimson Parma,0
Deep Crystal Rapier,0
Deep Curse Ward Greatshield,0
Deep Dagger,0
Deep Dark Sword,0
Deep Dragon Crest Shield,0
Deep Dragonrider Bow,0
Deep Dragonslayer’s Axe,0
Deep Drakeblood Greatsword,0
Deep Drang Hammers,0
Deep Drang Twinspears,0
Deep Dripping Candle Stick,0
Deep Eagle Kite Shield,0
Deep Eastern Shield,0
Deep East-West Shield,0
Deep Elkhorn Shield,0
Deep Estoc,0
Deep Executioner’s Straight Sword,0
Deep Exile Greatsword,0
Deep Falchion,0
Deep Falcon Shield,0
Deep Flamberge,0
Deep Four-Pronged Plow,0
Deep Four-pronged Plow,0
Deep Ghru Rotshield,0
Deep Glaive,0
Deep Golden Wing Crest Shield,0
Deep Gotthard Twinswords,0
Deep Grass Crest Shield,0
Deep Great Club,0
Deep Great Mace,0
Deep Great Machete,0
Deep Great Scythe,0
Deep Greataxe,0
Deep Greatlance,0
Deep Greatshield of Glory,0
Deep Greatsword,0
Deep Halberd,0
Deep Hand Axe,0
Deep Harpe,0
Deep Heavy Crossbow,0
Deep Hollowslayer Greatsword,0
Deep Iron Shield,0
Deep Kite Shield,0
Deep Knight Shield,0
Deep Knight’s Crossbow,0
Deep Large Club,0
Deep Large Leather Shield,0
Deep Leather Shield,0
Deep Llewellyn Shield,0
Deep Longbow,0
Deep Longsword,0
Deep Lothric Greatshield,0
Deep Lothric Greatsword,0
Deep Lothric Long Spear,0
Deep Lothric Shield,0
Deep Lothric Sword,0
Deep Lucerne,0
Deep Mace,0
Deep Mail Breaker,0
Deep Manikin Claws,0
Deep Missionary’s Axe,0
Deep Morning Star,0
Deep Murakumo,0
Deep Notched Whip,0
Deep Onikiri and Ubadachi,0
Deep Parrying Dagger,0
Deep Partizan,0
Deep Pickaxe,0
Deep Pierce Shield,0
Deep Pike,0
Deep Plank Shield,0
Deep Pontiff Knight Shield,0
Deep Porcine Shield,0
Deep Pyromancy Flame,0
Deep Pyromancy Flame,0
Deep Rapier,0
Deep Red and White Shield,0
Deep Red Halberd,0
Deep Reinforced Club,0
Deep Rotten Ghru Dagger,0
Deep Rotten Ghru Spear,0
Deep Rotten Ghru Sword,0
Deep Round Shield,0
Deep Sacred Wood Crest Shield,0
Deep Saint Bident,0
Deep Scimitar,0
Deep Sellsword Twinblades,0
Deep Serpent Hatchet,0
Deep Short Bow,0
Deep Shortsword,0
Deep Shotel,0
Deep Silver Knight Shield,0
Deep Small Leather Shield,0
Deep Sniper Crossbow,0
Deep Soldering Iron,0
